date,latitude,longitude,o3,pm25,pm10,no2,so2,co,nh3
5/1/2020,19.0645,72.9075,16.38,2.4,4.44,11.73,18.35,1.19,10.5
5/1/2020,19.0671,72.8929,11.41,4.45,10.91,51.4,32.01,5.25,13.23
5/1/2020,19.0518,72.8819,76.37,12.48,56.3,213.37,192.87,15.17,28.47
5/1/2020,19.0384,72.9122,27.81,10.96,16.95,39.19,12.34,2.07,20.11
5/1/2020,19.0641,72.9238,41.22,13.18,10.34,65.71,26.68,2.78,15.81
5/1/2020,19.0683,72.9252,5.31,25.19,27.75,182.56,158.22,4.43,36.1
5/1/2020,19.0441,72.9069,27.11,6.32,7.51,50.59,15.61,2.44,2.03
5/1/2020,19.031,72.9258,30.24,8.66,8.18,8.42,23.18,2.05,18.3
5/1/2020,19.0212,72.8991,16.12,18.87,36.84,103.23,170.27,7.36,68.87
5/1/2020,19.0214,72.9271,33.17,9.05,15.67,65.26,45.98,3.52,14.32
5/1/2020,19.0025,72.8982,31.33,11.62,46.77,178.45,145.72,3.35,80.63
5/1/2020,18.9979,72.9027,104.86,34.66,48.32,196.19,225.04,13.35,33.93
5/1/2020,19.0077,72.9012,81.13,13.79,50.74,187.89,212.73,6.92,80.88
5/1/2020,19.0443,72.9363,13.91,4.64,10.92,51.51,53.27,4.53,2.92
5/1/2020,19.0421,72.9013,8.62,3.95,4.24,22.78,9.75,3.08,2.06
5/1/2020,19.0314,72.9465,5.63,5.66,5.8,22.06,8.31,2.98,3.93
5/1/2020,19.0324,72.8842,6.21,10.67,24.83,60.39,84.37,6.43,31.14
5/1/2020,18.9987,72.901,93.67,28.64,31.04,101.69,295.62,4.06,6.15
5/1/2020,18.999,72.9002,139.98,13.04,11.96,62.14,242.92,23.48,5.97
5/1/2020,18.9984,72.9001,61.81,9.81,22.78,65.63,194.1,7.22,22.15
5/1/2020,18.9979,72.9012,67.47,7.32,11.59,244.18,59.0,10.03,69.62
5/1/2020,19.0027,72.8941,113.58,42.24,14.38,169.07,262.05,5.56,64.41
5/1/2020,19.0037,72.894,112.85,18.84,21.99,147.53,119.57,3.7,41.04
5/1/2020,19.0071,72.8944,60.0,23.95,36.14,87.85,104.31,17.25,26.36
5/1/2020,19.0073,72.8967,67.05,5.58,45.31,79.17,14.37,7.31,17.72
5/1/2020,19.0101,72.8945,133.24,19.52,21.64,91.42,256.3,10.94,57.02
5/1/2020,19.0235,72.892,96.01,18.81,29.55,160.16,4.69,4.55,33.17
5/1/2020,19.0134,72.9023,40.01,26.04,32.14,242.23,171.12,7.59,42.87
5/1/2020,19.0223,72.8956,105.52,21.76,52.65,16.72,134.65,10.26,13.18
5/1/2020,19.0263,72.8911,60.89,16.64,34.47,172.4,215.27,10.22,28.13
5/1/2020,19.0408,72.8864,40.87,25.77,40.76,136.89,38.38,9.18,34.76
6/1/2020,19.0645,72.9075,15.12,2.57,3.15,11.83,16.52,1.29,10.23
6/1/2020,19.0671,72.8929,10.6,5.93,9.15,52.52,33.3,6.91,12.65
6/1/2020,19.0518,72.8819,75.94,14.21,57.35,215.12,192.56,16.83,30.35
6/1/2020,19.0384,72.9122,29.72,12.44,15.28,38.03,12.52,2.58,18.75
6/1/2020,19.0641,72.9238,40.15,13.34,9.57,64.62,28.49,4.07,15.51
6/1/2020,19.0683,72.9252,5.59,25.96,29.07,181.43,156.34,3.63,34.61
6/1/2020,19.0441,72.9069,26.08,7.88,8.96,49.9,16.11,3.39,3.27
6/1/2020,19.031,72.9258,31.28,10.61,8.1,8.96,21.67,2.05,19.61
6/1/2020,19.0212,72.8991,17.9,20.72,35.79,104.89,168.9,6.93,70.28
6/1/2020,19.0214,72.9271,34.39,11.01,16.7,64.78,45.39,4.03,15.39
6/1/2020,19.0025,72.8982,31.8,11.92,47.06,177.35,147.51,4.74,79.42
6/1/2020,18.9979,72.9027,105.95,35.25,47.29,194.51,223.58,13.74,35.14
6/1/2020,19.0077,72.9012,82.83,14.79,49.9,186.2,212.62,8.7,78.92
6/1/2020,19.0443,72.9363,12.68,4.03,9.22,50.76,54.72,5.54,4.63
6/1/2020,19.0421,72.9013,6.71,5.75,4.28,24.43,10.92,1.66,2.62
6/1/2020,19.0314,72.9465,7.45,5.94,6.31,21.77,8.58,1.04,4.33
6/1/2020,19.0324,72.8842,6.92,9.31,24.67,58.8,84.38,8.08,31.97
6/1/2020,18.9987,72.901,94.64,29.64,32.38,101.06,295.16,4.43,6.86
6/1/2020,18.999,72.9002,139.55,13.79,12.99,63.57,242.64,21.69,7.49
6/1/2020,18.9984,72.9001,63.29,10.47,23.47,66.39,195.64,8.53,20.91
6/1/2020,18.9979,72.9012,67.05,8.1,11.78,243.93,59.34,10.5,70.82
6/1/2020,19.0027,72.8941,113.44,43.29,15.36,170.92,263.08,6.66,63.21
6/1/2020,19.0037,72.894,111.5,20.04,22.69,148.93,121.52,5.07,41.33
6/1/2020,19.0071,72.8944,59.05,22.28,35.35,88.03,105.97,16.02,26.82
6/1/2020,19.0073,72.8967,67.87,7.3,44.75,79.46,15.82,5.5,18.12
6/1/2020,19.0101,72.8945,132.2,18.22,21.93,91.99,257.35,10.24,58.77
6/1/2020,19.0235,72.892,95.48,19.04,29.83,158.29,5.28,5.91,33.37
6/1/2020,19.0134,72.9023,41.05,27.76,33.07,240.75,169.71,7.26,44.23
6/1/2020,19.0223,72.8956,107.43,21.78,54.07,18.45,136.35,10.4,12.99
6/1/2020,19.0263,72.8911,59.74,18.62,34.75,172.28,214.76,9.44,30.1
6/1/2020,19.0408,72.8864,41.29,26.95,41.25,137.79,39.91,8.02,36.18
7/1/2020,19.0645,72.9075,13.27,2.38,4.45,11.66,17.42,2.18,9.21
7/1/2020,19.0671,72.8929,12.28,6.25,9.68,51.11,34.27,6.38,12.39
7/1/2020,19.0518,72.8819,75.41,15.59,58.03,216.43,191.94,17.49,32.27
7/1/2020,19.0384,72.9122,30.22,11.56,14.42,37.21,14.49,2.32,20.65
7/1/2020,19.0641,72.9238,38.84,14.13,10.41,63.42,28.74,4.07,15.52
7/1/2020,19.0683,72.9252,6.5,26.44,28.55,183.31,156.31,3.84,35.24
7/1/2020,19.0441,72.9069,27.08,6.1,10.05,48.42,17.95,4.76,2.94
7/1/2020,19.031,72.9258,30.76,11.49,9.23,10.88,22.29,1.63,19.15
7/1/2020,19.0212,72.8991,19.18,21.89,36.36,103.95,167.14,6.24,70.65
7/1/2020,19.0214,72.9271,36.19,9.72,15.75,63.43,47.35,2.58,15.79
7/1/2020,19.0025,72.8982,33.0,11.98,45.28,176.61,148.65,5.72,80.74
7/1/2020,18.9979,72.9027,104.72,35.41,48.38,193.03,223.97,12.07,34.24
7/1/2020,19.0077,72.9012,82.7,14.96,48.61,184.63,213.19,7.6,77.65
7/1/2020,19.0443,72.9363,12.37,4.82,8.28,50.15,55.42,4.66,4.01
7/1/2020,19.0421,72.9013,8.69,6.51,3.97,22.67,11.28,2.12,2.64
7/1/2020,19.0314,72.9465,6.1,6.52,5.69,22.09,10.38,2.36,2.7
7/1/2020,19.0324,72.8842,7.53,9.25,24.01,58.67,83.94,6.81,32.73
7/1/2020,18.9987,72.901,95.48,31.23,33.11,100.44,295.22,4.74,7.8
7/1/2020,18.999,72.9002,140.72,15.68,14.58,64.99,243.04,23.55,8.44
7/1/2020,18.9984,72.9001,61.31,11.55,25.18,66.56,197.11,8.72,19.12
7/1/2020,18.9979,72.9012,65.92,8.59,12.09,242.23,61.22,10.46,71.1
7/1/2020,19.0027,72.8941,114.75,43.66,16.69,168.99,264.82,8.5,61.59
7/1/2020,19.0037,72.894,111.1,21.05,23.19,150.2,122.22,6.98,40.21
7/1/2020,19.0071,72.8944,60.33,23.06,34.28,89.87,107.46,14.58,25.52
7/1/2020,19.0073,72.8967,69.42,9.27,45.25,79.8,17.56,6.32,18.64
7/1/2020,19.0101,72.8945,133.8,18.88,23.03,93.82,258.64,11.15,57.58
7/1/2020,19.0235,72.892,93.56,18.31,30.67,159.25,6.73,4.39,34.7
7/1/2020,19.0134,72.9023,42.28,26.93,32.75,239.99,168.06,7.77,46.04
7/1/2020,19.0223,72.8956,108.03,21.98,54.57,20.25,135.71,9.42,13.49
7/1/2020,19.0263,72.8911,59.22,17.87,35.75,173.13,213.32,10.27,32.0
7/1/2020,19.0408,72.8864,39.87,27.01,39.36,136.7,41.38,6.87,37.39
8/1/2020,19.0645,72.9075,13.88,2.81,6.02,10.4,16.79,0.46,10.19
8/1/2020,19.0671,72.8929,11.3,7.8,7.84,50.32,34.88,7.39,12.52
8/1/2020,19.0518,72.8819,75.02,16.57,59.17,216.71,190.81,17.33,30.43
8/1/2020,19.0384,72.9122,28.39,12.22,15.67,37.82,15.22,3.63,19.84
8/1/2020,19.0641,72.9238,39.02,12.24,9.07,63.13,30.27,4.6,16.45
8/1/2020,19.0683,72.9252,8.12,25.95,26.6,181.7,156.0,4.19,34.91
8/1/2020,19.0441,72.9069,25.76,6.32,8.53,47.75,18.33,3.48,4.63
8/1/2020,19.031,72.9258,31.71,11.65,7.43,10.98,23.07,3.04,20.99
8/1/2020,19.0212,72.8991,20.44,20.68,36.92,104.38,165.45,4.44,69.25
8/1/2020,19.0214,72.9271,34.94,9.2,17.58,63.85,46.0,3.89,16.45
8/1/2020,19.0025,72.8982,35.0,12.26,46.28,176.74,147.78,4.21,81.39
8/1/2020,18.9979,72.9027,105.19,34.09,47.2,191.23,222.43,13.32,34.78
8/1/2020,19.0077,72.9012,83.32,15.18,47.55,182.89,211.97,7.14,75.66
8/1/2020,19.0443,72.9363,13.41,6.77,6.66,50.32,57.12,4.77,2.67
8/1/2020,19.0421,72.9013,10.04,4.72,5.94,20.88,12.06,3.31,3.77
8/1/2020,19.0314,72.9465,6.93,6.64,7.55,20.59,11.28,1.38,1.66
8/1/2020,19.0324,72.8842,8.59,11.11,22.15,59.09,82.43,5.96,34.57
8/1/2020,18.9987,72.901,96.44,32.48,33.27,101.46,296.55,5.71,8.67
8/1/2020,18.999,72.9002,140.95,16.72,16.16,66.75,243.33,24.85,9.19
8/1/2020,18.9984,72.9001,61.98,12.76,25.37,66.75,198.99,9.07,18.57
8/1/2020,18.9979,72.9012,65.59,10.09,12.47,240.46,62.4,10.32,70.51
8/1/2020,19.0027,72.8941,113.0,44.35,18.65,167.1,266.4,10.21,60.23
8/1/2020,19.0037,72.894,109.41,22.63,23.25,151.82,120.6,8.59,39.55
8/1/2020,19.0071,72.8944,61.31,23.05,32.46,90.47,109.36,14.74,23.78
8/1/2020,19.0073,72.8967,71.23,11.14,43.29,81.43,18.05,7.28,18.69
8/1/2020,19.0101,72.8945,133.14,19.76,23.65,92.96,260.39,11.12,55.6
8/1/2020,19.0235,72.892,93.13,18.64,30.27,159.95,8.35,6.12,36.04
8/1/2020,19.0134,72.9023,43.93,26.11,34.1,241.06,168.71,5.8,47.59
8/1/2020,19.0223,72.8956,109.56,23.73,53.02,21.33,135.56,10.61,14.48
8/1/2020,19.0263,72.8911,60.26,18.17,37.52,171.82,214.48,11.42,31.86
8/1/2020,19.0408,72.8864,38.21,25.37,38.23,136.62,43.05,6.85,39.03
9/1/2020,19.0645,72.9075,13.3,3.17,4.95,11.74,17.04,1.93,10.25
9/1/2020,19.0671,72.8929,12.09,7.46,7.79,49.06,36.73,6.2,13.35
9/1/2020,19.0518,72.8819,76.69,17.25,60.31,216.78,191.4,16.67,28.84
9/1/2020,19.0384,72.9122,29.54,11.66,14.08,39.34,15.98,4.45,19.58
9/1/2020,19.0641,72.9238,37.25,10.41,9.5,62.16,31.35,6.36,16.39
9/1/2020,19.0683,72.9252,8.38,27.04,26.57,181.43,157.43,5.91,36.42
9/1/2020,19.0441,72.9069,25.37,7.71,7.55,47.64,19.05,5.31,5.12
9/1/2020,19.031,72.9258,32.09,11.4,6.1,11.03,24.14,3.55,22.02
9/1/2020,19.0212,72.8991,22.24,21.68,35.57,104.02,166.02,4.09,68.75
9/1/2020,19.0214,72.9271,35.1,9.92,15.72,65.44,46.93,2.88,18.32
9/1/2020,19.0025,72.8982,35.96,12.83,44.9,177.67,147.91,5.95,81.97
9/1/2020,18.9979,72.9027,106.04,32.13,48.34,189.25,221.38,15.09,35.11
9/1/2020,19.0077,72.9012,85.22,15.78,46.53,181.34,213.91,8.66,76.33
9/1/2020,19.0443,72.9363,14.44,6.97,8.14,49.27,56.55,5.19,2.15
9/1/2020,19.0421,72.9013,9.6,4.19,7.55,19.28,13.4,1.44,1.8
9/1/2020,19.0314,72.9465,6.42,6.0,9.18,18.64,10.88,2.54,2.87
9/1/2020,19.0324,72.8842,9.22,10.82,22.25,57.17,81.95,7.49,33.93
9/1/2020,18.9987,72.901,96.4,31.93,32.84,101.43,296.88,5.89,10.0
9/1/2020,18.999,72.9002,141.94,17.46,17.7,67.99,243.82,26.77,9.47
9/1/2020,18.9984,72.9001,63.19,13.94,26.27,68.22,197.58,9.33,17.46
9/1/2020,18.9979,72.9012,64.4,11.01,14.32,239.35,64.05,8.4,69.6
9/1/2020,19.0027,72.8941,114.84,43.71,20.08,165.62,268.09,8.55,61.34
9/1/2020,19.0037,72.894,111.29,22.67,24.58,152.82,121.15,7.03,39.15
9/1/2020,19.0071,72.8944,60.1,22.44,33.98,91.85,110.13,13.11,22.53
9/1/2020,19.0073,72.8967,72.65,12.09,45.14,82.53,19.77,7.16,18.34
9/1/2020,19.0101,72.8945,131.37,20.84,24.19,92.81,258.73,9.46,56.32
9/1/2020,19.0235,72.892,91.74,18.63,30.76,160.18,9.11,4.82,36.68
9/1/2020,19.0134,72.9023,44.85,25.69,35.03,239.94,168.5,5.82,46.54
9/1/2020,19.0223,72.8956,107.96,22.77,52.49,21.42,136.44,11.96,13.84
9/1/2020,19.0263,72.8911,61.7,19.29,39.16,171.52,215.62,10.55,31.34
9/1/2020,19.0408,72.8864,38.93,23.67,36.98,137.4,44.77,7.12,37.25
10/1/2020,19.0645,72.9075,13.33,5.06,5.1,12.83,16.26,1.35,10.72
10/1/2020,19.0671,72.8929,12.82,6.78,7.06,48.68,35.13,7.87,14.55
10/1/2020,19.0518,72.8819,77.33,18.48,59.8,215.89,190.56,17.31,27.13
10/1/2020,19.0384,72.9122,30.22,12.41,13.54,37.7,16.38,2.47,18.26
10/1/2020,19.0641,72.9238,38.78,10.13,11.34,63.84,30.77,7.22,17.2
10/1/2020,19.0683,72.9252,9.37,25.08,26.45,181.76,157.19,5.6,35.96
10/1/2020,19.0441,72.9069,25.88,6.14,6.59,46.62,19.68,6.29,5.66
10/1/2020,19.031,72.9258,32.06,10.16,7.92,12.74,23.87,2.11,23.56
10/1/2020,19.0212,72.8991,23.56,20.96,34.35,104.08,164.71,3.4,69.33
10/1/2020,19.0214,72.9271,34.58,11.51,14.1,66.82,45.41,2.8,17.92
10/1/2020,19.0025,72.8982,36.82,13.13,45.51,178.36,148.03,7.95,80.82
10/1/2020,18.9979,72.9027,105.67,30.98,48.12,188.58,219.68,15.15,33.89
10/1/2020,19.0077,72.9012,83.44,16.01,44.63,182.52,212.17,6.89,76.41
10/1/2020,19.0443,72.9363,15.21,5.35,6.52,48.19,56.76,5.61,3.91
10/1/2020,19.0421,72.9013,11.44,3.78,6.41,20.1,13.22,1.99,2.23
10/1/2020,19.0314,72.9465,5.55,6.02,8.34,20.56,12.5,0.84,3.89
10/1/2020,19.0324,72.8842,10.35,11.35,23.81,57.82,83.19,7.97,32.35
10/1/2020,18.9987,72.901,96.59,31.63,32.39,101.71,297.81,6.74,10.44
10/1/2020,18.999,72.9002,142.61,18.37,18.66,69.19,243.12,25.99,10.92
10/1/2020,18.9984,72.9001,62.97,15.16,27.4,68.83,198.37,8.17,18.18
10/1/2020,18.9979,72.9012,65.25,12.15,15.82,240.16,65.33,8.19,68.01
10/1/2020,19.0027,72.8941,116.44,43.83,21.32,167.37,269.76,8.97,59.69
10/1/2020,19.0037,72.894,111.5,24.39,25.05,152.02,122.19,5.32,39.41
10/1/2020,19.0071,72.8944,59.97,24.18,34.29,93.07,111.23,12.8,21.05
10/1/2020,19.0073,72.8967,72.75,13.05,43.95,81.87,21.46,5.44,19.02
10/1/2020,19.0101,72.8945,130.89,20.3,24.83,94.49,258.13,9.94,56.95
10/1/2020,19.0235,72.892,90.15,19.18,29.97,161.35,9.3,6.1,36.15
10/1/2020,19.0134,72.9023,44.9,27.26,34.18,238.33,168.42,4.5,48.36
10/1/2020,19.0223,72.8956,108.26,23.09,51.64,23.27,137.72,11.67,14.33
10/1/2020,19.0263,72.8911,63.49,20.18,37.71,172.28,215.7,11.6,31.15
10/1/2020,19.0408,72.8864,38.88,22.23,37.49,137.28,45.1,8.38,38.29
